577,Irish Volunteers Commemorative Organisation endorses Sinn Féin for general election: THE Irish Volunteers Comm...,,,
578,"With the addition of Dublin Bay North,all 40 constituencies are now live #ge16 Bet here:",,,
579,@mrdavidflane I'd say Alan Kelly is buzzing with the idea! #ge16,,,
580,Watch #thebigshort before casting your vote 4 #ge16.The hands off Irish gov approach to financial regulation features throughout #dail,,,
581,Election 2016: each party's position on the community & voluntary sector:  #ge16,,,
582,'Completely different': Peter Mathews says he's not copying Fine Gael colours (via @thejournal_ie)  #GE2016,,,
583,"@ThereIsaidso In Thurles recently & asked locals why he gets voted in, answer he has a bank of 20 yrs of favours built up #GE16 #Moriarty",,,
584,At #fgaf16 Enda promises 20 acres & a mule ,that means we're gonna get more of the mule shit they've been dishing out since 2011 #ge16 #vinb,,
585,@scrahallia @niallotuathail FF/FG/LAB betrayed the nation. Never forget unsecured bondholders bail-out.#GE16 #vinb,,,
586,"From the lotus position atop a plinth, Sinn Féin Senator Karpos Donohoe repeated calls for pink high visibilty vests. #ge16",,,
587,@fb_fitz @SocDems @sinnfeinireland Voting for an independent is acceptable if they are #ProLife and oppose abortion. #GE16,,,
588,"Michael Ring 2009: ""I smell power! I smell power!"" #thatsFineGaelness #GE16  #fgaf16",,,
589,"@labour  So after 5 yrs,& just 48 days B4 #GE16, u come up with this. It's clear you have no idea what's going on, on the ground #Dubw",,,
590,We will be asking each candidate to make a commitment on 4 key policy issues if part of the next government #GE16 #Stand4Justice,,,
591,Catch up on Election 2016 analysis  #ge16,,,
592,"I'm getting ready for the public meeting on water charges in Breffni Inn (7:30pm) & then I'm on @LatedebateRTE tonight, tune in! #dubw #GE16",,,
593,How #politicians campaign in #Ireland. My chapter on #elections and #political #communication #GE16,,,
594,Imagine Fianna Fáil could have had this fine mind running for the Dáil on their behalf. #ge16,,,
595,This is such powerful viewing. How many stories in Ireland? Things won't change if we don't share #FeelTheBern #GE16 ,,,
596,"All the @FineGael Leinster candidates and their probability of election, based on @pppolitics odds #GE16",,,
597,Lowrty has to educate #rtenews #drivetimeRTE in the inappropriateness of line of questioning - it's borderline unethical questioning #ge2016,,,
598,Say No #BlueMonday We Love to Canvass @ReadaCronin #GE16 #BetterWithSinnFein #stopbluemonday #RuthHackettCumann,,,
599,Great day canvassing in Kilmallock #GE16 #INDs4Gov ,,,
600,The willing suspension of disbelief'  FF and #ge16 and coalitions according to #TodaySOR,,,
601,"111 candidates signed up to #FemGen Manifesto #GE16  If you like this initiative, why not become a member of NWCI?",,,
602,"<Halligan and McGrath sum up Burton, Labour and FG succinctly. Vote for them,turn Ireland into a concentration camp",,,
603,"All the @FineGael Leinster candidates and their probability of election, based on @pppolitics odds #GE16",,,
604,"Yeah.  This. This has been the general, standard response in #Dail to ACTUAL concerns & issues of people. Sigh #GE16",,,
605,Well done to all who despite the weather got out on a #Right2Water protest We have a #Right2Change at #GE16 #Ireland,,,
606,And of course the #SocDem will go into coalition with FG so what ever they say about abolishing water charges is mere claptrap. #ge16,,,
607,"Michael McDowell blogs for Paddy Power & asks how ""well"" FG needs to do to form another coalition with Labour #ge16",,,
608,Dear @fiannafailparty why disable comments for your #GE16 candidates? E.G. This one for your #CWKK Candidate >,,,
609,Government pins its re-election on IDA and the jobs it brings in  #Ireland,,,
610,Which public represntatives supported Marriage Equality when it was neither profitable nor popular? #GE16,,,
611,#GE2016 @AlanFarrell Cronyism one of the perks of the job  ,,,
612,I've just had my first election candidate call to the door. Thankfully it was for a party I like @greenparty_ie @cathmartingreen #GE2016,,,
613,Very positive canvass this evening on Clonsilla Rd...Lots of anger at current and previous Gvts #dubw #ge16,,,
614,"Stats note: asking which candidate millennials support is like asking who the Irish support, both groups have same impact on the election",,,
615,Jobs minister denies government has watered down employment targets:  #GE16,,,
616,"For avoidance of doubt, @KathleenLynchTD voted AGAINST #RepealThe8th in the Dáil on 12 May 2015:  #NTLT #GE16",,,
617,#Socialism doesn't take into account that humans are hard-wired to compete. How much good has man&woman's ego driven? #GE16,,,
618,#ge16 #charity BEGINS AT HOME,,,
619,"Like a bagpipe running out of air, Rabbitte's last gasps defending neoliberal @labour & #irishwater  Can't wait for the #wipeout #GE16",,,
620,Hashtag for tonights social media clinic is #AskAnne hear to answer your questions as a #ge16 candidate for east galway.your voice,,,
621,Gotta love the mention of reform in @SpringAJ's twitter bio and then he spends the afternoon defending the appointment of David Begg #GE16,,,
622,"Three crises in Irish #EarlyYears sector - affordability, quality and accessibility. #GE16",,,
623,@labour @FineGael #Ireland #GE16 How u gonna get ur photo-op Entourage down the hall without kicking him out the way,,,
624,Was a straight question @Jocser99 and Fine Gael type waffle reply is worrying @ronanburtenshaw @SocDems #ge16,,,
625,Two ads in and I fear a negative #GE16 campaign. The Irish public deserve a vision of a realistic & better future.,,,
626,@think_or_swim Kenny afraid to offend the IFA ahead of #GE16,,,
627,@joeoreillytd please pledge your support for people with neuro conditions   #GE16 #800000minds #NAI #2016election,,,
628,Renowned political journalist and broadcaster Ken Murray joins the IRISH TV team for their 2016 Election coverage.,,,
629,@PatKennyNT: Will the decline of rural GPs affect #ge16. They report from Clare.  #NoDoctorNoVillage @chrisgoodey43,,,
630,Equal rights and economic parity #whatwomenwantin5words #VoteGreen2016 #GE16,,,
631,"Any ""shock"" at this is feigned, nobody is surprised at the degrading use of public money by @FineGael #GE16",,,
632,The candidates for @FineGael in the Donegal constituency have now been confirmed @Joe_McHugh_TD and Paddy Harte #VoteFG #GE16,,,
633,"1 week down, have met lots of constituents..  so many people so little time ! #ge2016 #VoteNo1MaryHoward",,,
634,Natasha Harty has completed her WhichCandidate profile  #ge16 #corkeast @greenparty_ie,,,
635,"Enda Kenny 2011: ""..I know how to fix what's been wrong in Ireland for so long"" #GE16",,,
636,Encouraging to see the delivery of subsidised high quality childcare in @labour's #GE16 promises,,,
637,@loreillysf Likewise. Best of luck to you #ge16,,,
638,Averil Power has completed her WhichCandidate profile  #ge16 #dubbn @averilpower,,,
639,@thejournal_ie the groundwork for Leo's fat tax is being laid. #GE16,,,
640,"""Everything that can be done, is being done.""  - Minister Alan Kelly discussing the Housing Crisis on RTÉ Drivetime. #GE16 #ByeByeLabour",,,
641,Fine Gael lost 3 referenda in Mayo and almost lost another 2 onl y comfortably passed Citizenship Referendum #GE16,,,
642,"At an oratory in Ahascragh, Fine Gael Councillor Feta Flaherty accused opponents of ignoring a ban on pointed sticks. #ge16",,,
643,"""This is going to go on and on and on,"" #joaniescronies #ge16",,,
644,"Hi @steveddaunt  - Yes, we will retweet your piece shortly - we want to give people all the information that is out there re #GE16",,,
645,"#GE16 ""Once the people have been deluded into believing that speeches and voting are the only acceptable tools by...",,,
646,"IBRC inquiry will not conclude before General Election, Taoiseach confirms",,,
647,At this morning's envelope opening Independent candidate Ben McMonstrosity said we could learn a lot from portable e-learning. #ge16,,,
648,"Lucinda Creighton: ""All remaining systems will bow to the First Order""   #GE16 #Renuamanifesto   ",,,
649,@kevosullivan07 We just checked our fab tax benefit on the   CALCULATOR under a RENUA FLAT TAX #GE16 #FGAF16,,,
650,@tmcarew @BelTel . She dismisses the result of the last all Ireland election of 1918. How is that democratic ?,,,
651,We only spent 1/4 of the OCED average on Childcare @StartStrongIrl #ge16 campaign launch @irishcongress,,,
652,"Its a natural resource that belongs to the people, Not the EU tyrants making us all citizens of Judea circa AD20.",,,
653,Totally agree with @RoisinShortall #socdems manifesto sets out a vision for Ireland over next decade not your typical election time promises,,,
654,#GE16  postponed to #GE17 due to amount of advert breaks shown on #vinb,,,
655,"Supportin middle income families, rewardin work, rebuildin trust #RENUAIreland #rewardingwork #rebuildingtrust #GE16",,,
656,@tigerlil2 I've 'almost' given up on the Irish electorate. 'We' seem to constantly vote for the baddies. I don't understand why.,,,
657,Lost in a sea of principles and visions #GE16,,,
658,"On the road again for another day on #ge16 campaign trail, I've #spiderman with me today as back up! #tiewatch",,,
659,Should be enlarged and displayed in every front window during the #GE16 campaign [emoticon][emoticon] -,,,
660,Brendan Howlin (@Labour) will give the new public ethics watchdog the teeth of a Rottweiler. All about jobs. #GE16,,,
661,Idiotic behaviour by @CarlowH20 tonight at @LordBagenalInn at @PatDeeringTD #Ge16 launch by @campaignforleo #vinb >,,,
662,"@banbloodsports - @GreenParty_IE will end hare coursing, fox hunting, hare hunting and mink hunting for sport.  #GE16",,,
663,Listen to young people's voices @MHReform #Ourstateofmind #GE16,,,
664,The voters are sick as a parrot of @labour,,,
665,Tweet about this & guess what #LabouRNU says? Slab Murphy! #ShinnersUnderTheBeds,,,
666,Ad for Fianna Fail Tipperary candidate Jackie Cahill... has a dig at Lowry and running mate Michael Smith.  #ge16,,,
667,Go West! Burton hasn't a hope #Burtonout #GE16,,,
668,@cerenomri @Ostrov_A @haaretzcom Ezra Nawi featured in Ireland's 2011 Presidential election,,,
669,The 2016 Irish general election: the parties and the polling,,,
670,"#af16 #ge16 remember Dermot and Noel were like ""who?? IMF. Never heard of them"" when they came after FF policies broke us. #thegoodtimes",,,
671,"Can Richard Boyd Barrett TD really not see the bigger picture here, or is he being populist? #GE16     @LaceyDermot",,,
672,Ah go on. Decriminalise the drugs too. #rtept #ge16,,,
673,"Speaking in a chipper in Cork, Fianna Fáil TD Tierney O'Hannegan repeated calls for a tax on coddle. #ge16",,,
674,So will you vote FF in next election #GE16 #FG #Lab #FF #irishwater,,,
675,Complete our General Election survey for your chance to win a €100 voucher from,,,
676,"#Jan23 #ge16 Remember folks, every one of these @labour  gombeen's voted for the Water Services Bill 2014. ",,,
677,"A very good point, #ge16 is looking more and more like the 2002 General Election in reverse",,,
678,Make sure u are registered 2 vote. Theres still time 2 do so if you havent!  #VoteLeft,,,
679,"Martin just tossed out his keynote conf speaker's advice ""Don't believe that the local election vote will be repeated in #GE16"".",,,
680,@campaignforkate perfectly summing up how I feel about @LCreighton #sanctimonious #outoftouch #doesntrepresentme,,,
681,Like what you heard from AAA activists on #vinb tonight? Keep in touch on Facebook  #ge16,,,
682,Where are You Registered to vote. #ge16,,,
683,#ge16 @LunchtimeNT debate next Monday for #CORKnc,,,
684,S&W project 3 seats for @FineGael in #Mayo and 1 for @fiannafailparty in #ge16,,,
685,"But questions on bank bailout are ""redundant""!Lab leader said it so it must be true,cause they don't lie #GE16",,,
686,@TJ_Politics  Why would you order the Political parties numerically but not the TDs? Funny that. #ge16,,,
687,#GE16 candidate @Campaign4Perry conforms Belfast company receive mammogram tender.   #SLSDWC,,,
688,Irish PTs get involved in politics...the physio way[emoticon],,,
689,"the official Populist Watch Ire account"" is all about official @labour created harassment tho.
690,@itchybollix @HangBlaa if only #GE16 were so simple?
691,""Yes, they want to swallow us whole. Choke them by VOTING THEM OUT. #GE16 #Right2change #fgaf16 #MyHomelessFamily",,,
692,Much needed  tea in @blessingtonbook after morning canvassing!It's a chilly day here in West Wicklow #ge16 #wicklow,,,
693,@BeverlyMacca1 @ChrisMaloney77 cant vote in Ireland but if i could it would be him,,,
694,This yoke will get her answer. Pity she was not in my constituency,,,
695,I made a promise not to canvass women getting their hair done but it's a hard one to keep! *throws dirty look at @SarahBardon* #ge16,,,
696,Can't stress how important #Jan23 is - let's send em packing.,,,
697,"Speaking at a greenhouse in Glenties, Social Democrats Councillor Cliodhna MacEoghain flatly rejected calls for sizzling hot takes. #ge16",,,
698,Welcome news from FF's Colm Keaveney on €1 Billion to Mental Health if elected #suicideprevention #GE16,,,
699,Varadkar happy to remain as Health Minster should FG win General Election,,,
700,@adamwaynedoyle @Carlow_Co_Co @fiannafailparty Cllr. also a #GE16 candidate. Title of Talk? Rejuvenating Carlow Town Centre. She could've...,,,
701,"When the @FineGael & @labour TD's are too scared to debate, why vote for them? #ge16 #vinb",,,
702,Looking forward to playing the tracks of @donna_cooney1 Green Party candidate GE16 DBN on Soundtrack tonight @nearfm 8.30pm,,,
703,"Noel's #GE16 prediction: FG heading for 60, FF 35, SF 24 maybe more, Lab 8, Inds 21, AAA 4, S Dems 3, Renua 2, GP 1",,,
704,Ireland needs change this Election.No longer the big Party's saying do as we do but new ethical Party's saying this is how it ought be done.,,,
705,Making work pay is at the heart of Fine Gael policy #ge16 #hometowork,,,
706,@nearfm Here's a new profile photo #GE16 #DublinBayNorth,,,
707,"@FineGael @EndaKennyTD 50k people forced into Tus scheme & scam-bridge you mean,how about an honest days pay for an honest days work? #GE16",,,
708,#jan23 #ge16 #right2water #irishwater Be part of the change.,,,
709,Good to see @LorrCliff and @cardagh with @MichealMartinTD on @rtenews this evening kicking off #GE16 #TúsMaith,,,
710,"No level playing pitch in #GE16,particularly for new parties like @RENUAIreland : FG to splurge €3m on election",,,
711,#Breaking144 Mary Lou McDonald: Gerry Adams will lead Sinn Féin into next General Election: Gerry...  #AceNewsDesk,,,
712,@EamonMelia @JohnMurphy51 ah sure that makes it ok then #GE16,,,
713,It's hard work keeping an Elite Recovery going. Fine Gael's recovery is for the very wealthy ONLY. #GE16 #fgaf16 ,,,
714,My recent Op-Ed in Irish Times on giving Irish emigrants (now almost 20 % of population) the right to vote.   ,,,
715,The official @rtenews Twitter account for Election 2016 information on #clare. Full #ge16 coverage at:,,,
716,USI and the Tinder of Politics  #USI #SmartVote #Ge16,,,
717,"Parents need choice, affordable high quality childcare will be at heart of FG policy- Francis Fitzgerald #fgaf16 #ge16",,,
718,"With #GE16 looming, mental health provision needs to be a front & centre electoral issue. #AnyonesBrother",,,
719,@ronanburtenshaw @SocDems don't have a membership and activists will have no substantial say on whatever the joint leaders decide post #GE16,,,
720,"At a press conference yesterday, Independent Senator Spare Ribs McNamara said much could be learned from sizzling hot takes. #ge16",,,
721,"@IsFearrAnStar Direct Provision is an inhuman, barbaric system, a shame on Ireland @AodhanORiordain #enddp END #DirectProvision #GE16",,,
722,"@IrelandLive @pNibbler   About time. ""United we stand - divided we fall"" !!!  Come on #ge16",,,
723,At times like this I always remember what my dear old gran used say: A pre-election promise is as genuine as a whore's kiss. #GE16,,,
724,Donnelly: The established parties are going for the 'Fianna Fáil auction politics' approach ahead of #ge16,,,
725,Ain't democracy grand? #ge16,,,
726,I expect Seanad Reform to be a big issue on the doors in #ge16. #seanadreform,,,
727,We count 476 declared #GE16 candidates. Find yours and their policies on Poleeto:,,,
728,@alanwhelan Hi Al - could you share this #climatechange #ge16 event?,,,
729,"Ireland's oldest councillor, Independent Co Donegal councillor Ian McGarvey, 85, will run in the upcoming General Election.",,,
730,Great updates from @cllrbarryward on Mohan v Ireland for anyone interested #ge16,,,
731,@amomcnally @SundayAMTV3 @NWCI defiantly needs to be shook up!! #womaninpower #GE16,,,
732,@newsworthy_ie the best small country in which to grow old with a sense of dignity & respect on a trolley in A&E! #ge16,,,
733,Michael McDowell recalls the 'Rumble in Ranelagh' and calls out where #FG can win and lose in #ge16,,,
734,"I'll vote for whichever party promises to legislate against ""power-walkers"" taking up the whole width of the footpath. #dail #ge16 #fb",,,
735,Support for Ireland's ruling coalition falls as election looms  #news,,,
736,Get involved in the @SocDems #GE16 campaign in Dublin Bay North. Contact cian.ocallaghan@socialdemocrats.ie #SocDems ,,,
737,Rule number 1 for #ge16 candidates: Comments on private facebook pages are not private.  ,,,
738,Kathleen Funchion-Sinn Féin at today's #right2water protest in Carlow. #right2change #GE16 #Carlow #Kilkenny,,,
739,Is the plight of prospective candidates not being selected for #GE16 the civil rights issue of our time?,,,
740,@fiannafailparty accuses @finegael-@Labour of abandoning rural Ireland  #ge16 #ge2016,,,
741,"Although we all know where this Motion is going to end up, it's a reminder of the endorsement of corruption just before #GE16 #burtonout",,,
742,Fantastic Canvass for Maurice Quinlivan today bring on #GE16 great support from the people #Limerick,,,
743,FF took 2000 full time beds FG installed 1000 part time beds #twip #GE16 #PBP,,,
744,Reaction to the @SocDems Manifesto launched today in Journal.ie #socdems #GE16 #dubmw #vinb,,,
745,Childcare being discussed on #rtept now #GE16 #EarlyYears,,,
746,FG/Lab policy to refuse to build social housing is a bloody disgrace. Shame on them. Roll on #ge16. Time for major change. #MyHomelessFamily,,,
747,The establishment will be afraid of #GE16 when they see the numbers out on #JAN23. #satnightshow,,,
748,Munster in the General Election  #ge16,,,
749,SeanO'Rourke doesn't know what a tracker mortgage is  #TodaySOR #Eircode #Fiascode #Labour #GE16 #AlexWhiteTD #rte,,,
750,The reason the established parties fear Sinn Féin is the reason I will vote for Sinn Féin. It's a very good reason. #MyHomelessFamily #GE16,,,
751,Ardfheis hears about Irish language group's call not to vote for Fine Gael - Irish Times -,,,
752,Leaflet from Mary-Linehan Foley -Independent - Cork East #ge16,,,
753,There is a little matter of an Election between now and then where you the Irish Public can take the matter out of the hands of @EndaKennyTD,,,
754,Campaign office now open in Navan  #cassells4meathwest #ge16,,,
755,Thank you @ManchanMagan @greenparty_ie #ldwh for pledging your support for a referendum on #repealthe8th #ge16,,,
756,"From the lotus position atop a plinth, Green Party Councillor Brian Distress rejected calls for a tax on coddle. #ge16",,,
757,ooh...what a bitch ! Varadkar  'I look at what Micheal Martin did and do the exact opposite'  via @Independent_ie,,,
758,@sharmander_says I totally support and will publicly campaign for a repeal of the 8th amendment. #repealthe8th #GalwayWest #GE16,,,
759,Collapsing coalition. Labour won't be in government with Lowry says Kelly  #GE16 #todaysor,,,
760,Shit all of them,,,
761,Lowry kite flying to me seems to benefit Labour most #GE16,,,
762,"From the lotus position atop a plinth, Independent candidate Spare Ribs McNamara railed against a night of reckless abandon [emoticon] #ge16",,,
763,Local Authority's need flexibility to do their work re: rent supplimentary. Housing Policy ready to go now.  #VoteGreen2016 #GE16,,,
764,@JOBrienSF please pledge your support for people with neuro conditions    #GE16 #800000minds #NAI #2016election,,,
765,Women received the right to vote in Ireland in 1928. 88 years ago. #gendergap,,,
766,Getting used to being down to earth, as they all will be post #GE16 [emoticon][emoticon] -,,
767,When a loon like this shows up it's clear the winners of #peoplesdebate were people canvassing on Monday #GE16 #vinb,,,
768,Cork North West now live for #ge16 Bet here:,,,
769,Will other counties follow Clare and run a GP candidate in the election? #GE16,,,
770,"She won nothing, it was gifted to her, like say..appointments to state boards or Senate seats.",,,
771,The past is the past for a reason,,,
772,Paula Flanagan's WhichCandidate profile  #ge16 #donegal @donegalgreens @greenparty_ie,,,
773,I see @FineGael candidates are preceded by a little posse of suited smug @yfg scouts to warn their boss of hostile households ahead. #ge16,,,
774,Great canvass tonight for @simoncoveney in CSC tonight. #ge16 #voteFG,,,
775,Prediction for the forthcoming Election in Ireland. Sinn Fein are going to wipe out Fianna Failure in Dublin.,,,
776,Message from @CiaranCuffe for #ge16 to #VoteGreen2016   ,,,
777,"@FineGael RTE and the rest of the liberal biased media, also vote FG for more abortion. Vote anyone other than FG (or Labour) #ge16 #Ireland",,,
778,Jackie Cahill Introduction  An excellent introduction video #ge16,,,
779,This is Ken Ken is running in #ge16  Ken supports @SocDems  Ken wears funny ties Ken loves #Cork Ken is smart Vote for Ken,,,
780,@macbloscaidh @sinnfeinireland The party never did apologise for offending Christians. #GE16 #Cavan #Monaghan,,,
781,Irish Water staff told not to engage with protestors via @RTENewsNow #GE16 @rtenews,,,
782,46 sites in Ireland with out sewage treatment the investment in Irish water would have solved all sites problems #vinb #PBP #VinB #GE16,,,
783,Denis Naughten's WhichCandidate profile  #ge16 #rosommon #galway @DenisNaughten,,,
784,Power at any price? Labour and FG refuse to discount coalition with Michael Lowry #GE2016,,,
785,Will Ireland's General Election 2016 be fought and won on Facebook?#ge16,,,
786,"#Right2Water #Jan23 #Carlow #Kilkenny #GE16 please share, RT, invite your contacts.",,,
787,SF President @GerryAdamsSF & #GE16 candidate for #Cork SC @Donnchadhol speaking to media in @RochestownPark tonight,,,
788,#ge16 There is no point asking FG candidate anything over the next few weeks they'll just keep saying keep the  Recovery going,,,
789,"Well, @SeanD4change, there's a few hours left for @SpringAJ to make good his undertaking to Dáil Éireann. #GE16 @Labour",,,
790,SDs 'will reduce child care by one third' - Roisin Shortall  #GE16,,,
791,The important number here is 41%. That's 59% against a simple #repealthe8th.   ,,,
792,We can pretend this will not impact on Ireland but we know it will. GE16 #getoutandvote,,,
793,"BreakfastNT with Ivan & Chris #GE16 predictions, Galway East: Cllr @AnneRabbitte to take the 3rd seat for @fiannafailparty",,,
794,Higgins Commission report into acavan-Monaghan garda safely postponed until after #GE16 election,,,
795,Spin 3 out 4 ppl paid water bills. IW sums don't add up. If really true why a need to bring in legislation Clear #boycott #GE16,,,
796,Spent today in #Midleton attended coffee morning in aid of @culann2walk in morning & rest of day #ge16 canvassing. Thanks for warm welcome!,,,
797,WOULD NOT GET A SEAT IN THE BOTANIC GARDENS...... @labour .. #todaysor WITH HOWLER ON THE SWING...... #vinb #GE16,,,
798,"#fgaf16""r""Let's keep the recovery going""""rNotably better than:""r ""Well isn't this grand lads""""r#ge16",,,
799,"MORE Promises for ""middle Ireland"" from Kenny #FG ""Buy the Lies Pay the Price"" #GE16",,,
800,"@Marvscouncil @Keegan1Andrew #GE16 Peoples struggles in 2016 to reflect past struggles, 1916 celebrations will ignite mood to take action",,,
801,Fianna Fáil will campaign against #Brexit in NI regardless of the outcome of #GE16...,,,
802,Cliff Taylor: Are we really going to let ourselves be bought off again by election promises:    submitted by  ...,,,
803,@ThomasPringleTD #GE16 Launch in Killybegs  @ClareDalyTD #Donegal #IrishGeneralElection #Election #DonegalTV,,,
804,We've invited all political parties to pitch their childcare plans in an #EarlyYears forum next week - more details soon #vinb #GE16,,,
805,@JohnGilroyTeam @GlasgowBhoy  There's a sectarian comment that will come back to haunt you and your party #ge2016.,,,
806,Irish complain about A&E same time vote support evil doctors protected by Irish Medical Council &HSE.,,,
807,#GE2016  @fiannafailparty 70% of our Health budget is spent on wages and pensions....is this not unsustainable into the future?,,,
808,Ireland: Michael Noonan says the country has a 'clear choice' on Election day: The Finance Minister Micha...  (IT),,,
809," o offence, like, but is there anything out of your mouth that isn't bullshit?"" - girl asks politician #ge2016  ",,,
810,Only wish @SocDems had a candidate in Dun Laoghaire. I'd canvass.,,,
811,Makes such economic sense. My no 1 issue for the forthcoming #GE16  Which party wants my vote?,,,
812,ICYMI: @ciairin spoke to @lstwrd @cooper_m about #EarlyYears in Ireland #GE16  (15mins in),,,
813,"During a press conference today, AAA-PBP Councillor Hiroshima Hannigan said much could be learned from a random Tribunal. #ge16",,,
814,@ccullinane2011 please pledge your support for people with neuro conditions    #GE16 #800000minds #NAI #2016election,,,
815,Supporting Noeleen Moran at her #GE16 Election launch #TeamSinnFein @sinnfeinireland #Clare,,,
816,"The Spanish King offers his mediation services,after the Irish General Election . Gracias",,,
817,"#GE16 why not build your own democracy, Many candidates coming forward for election to provisional government",,,
818,"More collective societies have less mental issues""- @annwalshgreen  #VoteGreen2016 #GE16
819,""Quick thinking can avoid disaster""- @GraceOSllvn #VoteGreen2016 #GE16
820,""People have a skills to renovate the building, change the legislation""- @donna_cooney1 #VoteGreen2016 #GE16",,,
821,"Alan Kelly TD, a corporation sole. All about jobs. #GE16",,,
822,@sinnfeinireland @SeanMoncrieff  Where @sinnfeinireland has had electoral success high numbers of people unemployed and in poverty #GE16,,,
823,Good to see some media coverage from @thejournal_ie but @EamonRyan had so many positives too! #VoteGreen2016 #GE16,,,
824,I genuinely cannot wait to see #Labour face the full fury of a betrayed electorate #GE16   #Armageddon,,,
825,Sorry @JanOSullivanTD but the electorate are not idiots. Labour will reduce 3rd level fees? Have you forgotten  #GE16,,,
826,"Good fun....@eoinsweeney on @RTERadio1 now, election campaign songs with @rtemooney #GE2016",,,
827,Surely this statement is very premature since many Independents are still unknown.,,,
828,Facebook to make it easier for Irish users to register to vote  #Gizmo,,,
829,@berkieahern @SeanD4change @Independent_ie @AodhanORiordain a dying wasp trying to sting #ge16,,,
830,Claim your seat at our @ONAIreland nerdfest on election coverage in the digital age:  #GE16,,,
831,Meeting the press @niallotuathail on O'Connell Street with @SocDems #socdems #GE16 #todaysor,,,
832,"James Reilly, forgotten but not gone...... #RTEnews #vinb #ge16",,,
833,Michael Noonan has denied reports that Fine Gael has already begun coalition talks with independent TDs #ge16 #fgaf16,,,
834,"While balancing on one leg, FF TD Liam Deliverance repeated calls for a cheeky constitutional convention. #ge16",,,
835,"no money 2 prioritize health+homeless issues, yet enough to pay to find out what we think! they mus b blind #ge16",,,
836,"Yes, significantly. Such a litany of cuts harming children introduced by this govt. #UNCRC #ge16",,,
837,In #ge16 remember last time they asked to to choose between your Heritage and your economic welfare you got neither.,,,
838,Reg'd to vote at this address for yrs. 18yr old daughter reg'd since Dec. Neither on electoral register now! WTF? #GE16,,,
839,@DisparatePost @eireonic good to know! #ge16 the sky will be black with chickens coming home to roost for them,,,
840,It's as if Corbyn is worried there might be some swing voters left who might possibly vote Lab. Best stop them.,,,
841,The fostering and development of #creativity across society needs to be at the heart of #ge16 @axisBallymun,,,
842,the only reason why #lab are 1/4 #bet for a seat in #Louth #ge16 is that  noone has heard of @geraldnash #gnasher  ,,,
843,Hope he wins a seat but no way Ged Nash is a 1/4 shot in Louth #GE16,,,
844,Early Years #GE16 Campaign calls for Candidates to make a Promise to Children  @drivetimerte,,,
845,@JanOSullivanTD @kfmradio @leinsleadernews Urgent need 4places 4 ALL students in #kildaresouth #GE16 #noschoolnovote,,,
846,#GE16 Message for @DrJamesReilly from #RiseUp4Children supporter via,,,
847,Delighted to announce @ManchanMagan is running in Longford/Westmeath!  #GE16 #VoteGreen2016,,,
848,"Enda Kenny 2009: ""I want the people to see that they get value for the money which they pay thru taxes"" #GE16  #vinb",,,
849,"@AlexKane221b @joeman42   live in Ireland their hated mcg Adams  why would they not stand -   election, not safe hands Derry Donegal",,,
850,"Endas bonus to himself if he gets re-elected, €12,000+ #ntfm #ge16",,,
851,@soundmigration  #politicians who renege on promises should automatically trigger a by-election i.e. Lose their seats. #ge16 #GE16,,,
852,Here are some link on yesterday Disable inequality Campaign launch by The Disability Federation  @irishexaminer,,,
853,Fine Gael furious at Howlin 'stunt' after it lavished him with praise  via @Independent_ie,,,
854,".@MichealMartinTD ""We will ban exploitative zero hour contacts."" #af16 #ge16",,,
855,3rd week & no tweets #vinb #rtebias #tuningOut #WhereIsVincent  ????,,,
856,"The promise from Joan Burton of child care at €2 is making me broody. I may seek, somehow, to have issue. #GE16",,,
857,"We may be with Fianna Fáil, but you can keep an eye on the Green Party conference here  #VoteGreen2016 #af16 #GE16",,,
858,"This ""average"" of €53,286 is far more than most ppl I meet while out #GE16 campaigning, struggling to make ends meet",,,
859,"Canvassing taking it's toll - currently in bed with a Lemsip, battling a viral infection.  #GE16 @IndepAlliance",,,
860,Mayo county council joining our campaign as #arthritischampion @ge2016,,,
861,Remember campaigners for issues...candidates will promise literally anything and everything to get your vote #GE16,,,
862,#fgaf16 @FitzgeraldFrncs giving firm & clear message that @FineGael is party of Law & Order #GE16,,,
863,"Bullet found at Irish ruling party's convention as election looms:  Tensions are high in Dublin, ...  @TaNeaOnline",,,
864,@TodaySOR @AlexWhiteTD as @POSTVOX said no #eircode needed at all - leave it off & post will be delivered as normal = €50m wasted #GE16,,,
865,You're not Alone ' looked after 222 homeless people under central bank #Dublin Sunday #not1home #twip #GE16 #vinb,,,
866,"Vote early, vote often #ge16",,,
867,Well done to all who marched today. Now let's make sure that you're all on the register of electors #GE16 #irishwater,,,
868,Suspect fact #socdems manifesto sets out vision for Ireland over next decade is confusing many used to partys just focused on next election!,,,
869,Had a pint in visitors' bar at Leinster House earlier. Dry January bit of a theme around the place. Activists getting in shape for #ge16!,,,
870,Isn't a vote for Fianna Fáil a wasted vote for sure and certain opposition in the next Dáil? #ge16 #ffaf16 #af16,,,
871,@kencurtin Hi Ken is there a twitter list of all the candidates in #ge16 ??,,,
872,That's a smart app #ge16,,,
873,Still working on it but I've made a website that gathers together all the election coverage from @nearfm  #GE16,,,
874,Blow for #SocDems as Spiritual King of DSN denounces them for daring to dream of serving in a coalition post #GE16,,,
